OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MT,USGS Montana Water Science Center,nwismt.01.01001772,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-2070016 Received July 23, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-85727461,Not Detected,,Nitrate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,71851,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.066,mg/l asNO3,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01001772,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-2070016 Received July 23, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-85727462,,,Nitrite,Dissolved,0.003,mg/l asNO2,,Accepted,,Estimated,,,,,,,,,,,71856,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01001772,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-2070016 Received July 23, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-85727465,,,Suspended Sediment Concentration (SSC),Suspended,1,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,"USGS-Sediment Analysis Laboratory, Helena, Montana",2010-09-20,,,Lower Reporting Limit,1,mg/l,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01001772,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-2070016 Received July 23, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-85727471,,,Specific conductance,Total,238,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,90095,,,,,,,,,WHT03,USGS,"Specific cond, lab, autom bridge",,"USGS TWRI 5-A1/1989, p 461","USGS-National Water Quality Lab, Denver, CO",2010-07-27,,,Lower Reporting Limit,5,uS/cm @25C,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004382,Sample-Routine,Water,Surface Water,2010-07-29,09:26:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775684,,,"Height, gage",,4.87,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004382,Sample-Routine,Water,Surface Water,2010-07-29,09:26:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775685,,,Specific conductance,Total,175,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004382,Sample-Routine,Water,Surface Water,2010-07-29,09:26:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775683,,,"Temperature, water",,15.9,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004382,Sample-Routine,Water,Surface Water,2010-07-29,09:26:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775686,,,"Height, gage",,1.48,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01002905,Sample-Routine,Water,Surface Water,2010-08-24,08:42:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85577879,,,"Temperature, water",,8.0,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01002905,Sample-Routine,Water,Surface Water,2010-08-24,08:42:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85577880,,,"Height, gage",,4.62,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01002905,Sample-Routine,Water,Surface Water,2010-08-24,08:42:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85577881,,,Specific conductance,Total,265,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01002905,Sample-Routine,Water,Surface Water,2010-08-24,08:42:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85577882,,,"Height, gage",,1.41,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004377,Sample-Routine,Water,Surface Water,2010-04-26,11:35:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775671,,,"Height, gage",,4.17,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004377,Sample-Routine,Water,Surface Water,2010-04-26,11:35:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775672,,,"Height, gage",,1.27,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004384,Sample-Routine,Water,Surface Water,2010-09-28,13:35:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775689,,,"Temperature, water",,14.1,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004384,Sample-Routine,Water,Surface Water,2010-09-28,13:35:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775690,,,"Height, gage",,4.82,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004384,Sample-Routine,Water,Surface Water,2010-09-28,13:35:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775691,,,Specific conductance,Total,166,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004384,Sample-Routine,Water,Surface Water,2010-09-28,13:35:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775692,,,"Height, gage",,1.47,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003291,Sample-Routine,Water,Surface Water,2010-05-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676073,,,"Temperature, water",,6.6,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003291,Sample-Routine,Water,Surface Water,2010-05-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676074,,,"Height, gage",,5.79,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003291,Sample-Routine,Water,Surface Water,2010-05-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676075,,,Specific conductance,Total,1630,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003291,Sample-Routine,Water,Surface Water,2010-05-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676076,,,"Height, gage",,1.76,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004378,Sample-Routine,Water,Surface Water,2010-05-27,09:02:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775673,,,"Height, gage",,5.41,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01004378,Sample-Routine,Water,Surface Water,2010-05-27,09:02:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-05020500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85775674,,,"Height, gage",,1.65,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003289,Sample-Routine,Water,Surface Water,2010-04-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676067,,,"Temperature, water",,5.2,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003289,Sample-Routine,Water,Surface Water,2010-04-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676068,,,"Height, gage",,5.35,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003289,Sample-Routine,Water,Surface Water,2010-04-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676069,,,Specific conductance,Total,1100,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003289,Sample-Routine,Water,Surface Water,2010-04-05,14:50:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676070,,,"Height, gage",,1.63,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003290,Sample-Routine,Water,Surface Water,2010-05-04,14:39:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676071,,,"Height, gage",,5.94,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01003290,Sample-Routine,Water,Surface Water,2010-05-04,14:39:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06178500,,,,"Stable, normal stage",Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-85676072,,,"Height, gage",,1.81,m,,Accepted,,Actual,,,,,,,,,,,30207,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519029,,,Stream width measure,,220,ft,,Accepted,,Actual,,,,,,,,,,,00004,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519030,,,"Temperature, water",,1.0,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,THM01,USGS,"Temperature, water, thermistor",,"USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519031,,,"Temperature, air",,1.0,deg C,,Accepted,,Actual,,,,,,,,,,,00020,,,,,,,,,THM04,USGS,"Temperature, air, thermistor",,"USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519032,,,Barometric pressure,,667,mm/Hg,,Accepted,,Actual,,,,,,,,,,,00025,,,,,,,,,BAROM,USGS,"Atmospheric pressure, barometer",,USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519033,,,"Stream flow, instantaneous",,477,ft3/s,,Accepted,,Actual,,,,,,,,,,,00061,,,,,,,,,QSTGQ,USGS,"Discharge, stg-disch rating",,USGS TWRI 3-A10,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519035,,,"Height, gage",,5.04,ft,,Accepted,,Actual,,,,,,,,,,,00065,,,,,,,,,STRAN,USGS,"Gage height, subm press trans",,USGS TWRI 8-A3,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519036,,,Specific conductance,Total,209,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,SC001,USGS,Specific conductance sensor,,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519037,,,"Acidity, (H+)",Total,0.00001,mg/l,,Accepted,,Actual,,,,,,,,,,,00191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519040,,,pH,Total,8.3,std units,,Accepted,,Actual,,,,,,,,,,,00400,,,,,,,,,PROBE,USGS,"pH, field, electrometric",,"USGS National Field Manual, Chapter A6.4",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519041,,,pH,Total,8.2,std units,,Accepted,,Actual,,,,,,,,,,,00403,,,,,,,,,EL006,USGS,"pH, lab, auto glass electrode",,"USGS TWRI 5-A1/1989, p 363","USGS-National Water Quality Lab, Denver, CO",2010-11-23,,,Lower Reporting Limit,0.1,std units,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519043,Not Detected,,Organic Nitrogen,Total,,,,Accepted,,Actual,,,,,,,,,,,00605,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.04,mg/l,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519044,Not Detected,,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00608,,,,,,,,,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2010-12-09,,,Long Term Method Detection Level,0.010,mg/l as N,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519045,Not Detected,,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: OWQ TM 2010.07 (RLC: IRL => LT-MDL)",00613,,,,,,,,,DZ001,USGS,"Nitrite, wf, DA, diazo",,"USGS OF 93-125, p 217","USGS-National Water Quality Lab, Denver, CO",2010-12-09,,,Long Term Method Detection Level,0.0010,mg/l as N,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519046,,,Nitrate,Dissolved,0.009,mg/l as N,,Accepted,,Actual,,,,,,,,,,,00618,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519047,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.009,mg/l as N,,Accepted,,Actual,,,,,,,,,,,00631,,,,,,,,,CL050,USGS,"Nutrients, LL, wf, Cd reduct",,"USGS OF 93-125, p 149","USGS-National Water Quality Lab, Denver, CO",2010-12-13,value extrapolated at low endbelow the reporting level but at or above the detection level,,Long Term Method Detection Level,0.008,mg/l as N,,,NWIS
USGS-MT,USGS Montana Water Science Center,nwismt.01.01100047,Sample-Routine,Water,Surface Water,2010-11-18,10:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-12355000,,"L-3260054 Received November 20, 2010",,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-89519048,,,Orthophosphate,Dissolved,0.015,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
